"Timestamp","Email ID","Branch of Visit","Date of Visit","Time of Visit","Gender","Age Group","How often do you visit our store?","Which of the following categories do you usually shop for?","How satisfied are you with the overall cleanliness of our store?","How would you rate the availability of products you need?","How satisfied are you with the behaviour of our staff?","How would you rate the prices of our products compared to other stores?","Have you used our online shopping platform?","Would you recommend our store to others?","How would you rate our store's return policy?","How satisfied are you with the variety of products available?","How likely are you to visit our store again?","",""
"2024/08/07 5:37:10 PM GMT+5:30","nhoward@example.com","Mumbai","2023-05-05","07:34 PM","Male","25-34","Monthly","Groceries;Clothing;Hygiene & Sanitation;Toys & Games","5","5","3","5","No","Yes","4","5","5","",""
"2024/08/07 5:37:38 PM GMT+5:30","melissaarnold@example.com","Pune","2023-08-09","07:55 PM","Female","45-54","Weekly","Groceries;Hygiene & Sanitation;Toys & Games","4","1","3","5","Yes","No","1","1","1","",""
"2024/08/07 5:38:06 PM GMT+5:30","santanaglenn@example.net","Dehradun","2023-07-15","01:19 PM","Male","25-34","Weekly","Groceries;Clothing;Electronics;Home & Kitchen;Toys & Games","1","1","2","1","No","No","3","5","1","",""
"2024/08/07 5:38:35 PM GMT+5:30","angelawells@example.net","Dehradun","2023-03-12","11:26 AM","Female","25-34","Bi-weekly","Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","3","5","5","4","Yes","Yes","1","2","2","",""
"2024/08/07 5:38:59 PM GMT+5:30","tinatate@example.net","Kanpur","2023-07-30","01:15 PM","Female","65 and above","Monthly","Groceries","1","5","1","5","No","Yes","4","2","3","",""
"2024/08/07 5:39:24 PM GMT+5:30","allisonmartinez@example.net","Lucknow","2023-02-27","07:07 PM","Female","18-24","Occasioanlly","Toys & Games","3","1","5","2","No","No","2","4","4","",""
"2024/08/07 5:39:53 PM GMT+5:30","srios@example.org","Ahmedabad","2023-04-21","09:24 AM","Female","55-64","Bi-weekly","Clothing;Hygiene & Sanitation","2","2","4","1","Yes","No","5","3","5","",""
"2024/08/07 5:40:20 PM GMT+5:30","melissabrown@example.net","Hyderabad","2023-09-13","01:21 PM","Male","18-24","Weekly","Groceries;Clothing;Home & Kitchen;Toys & Games","2","1","5","2","No","Yes","5","5","5","",""
"2024/08/07 5:40:46 PM GMT+5:30","valerieandrade@example.net","Lucknow","2023-02-19","02:51 PM","Female","18-24","Daily","Clothing;Hygiene & Sanitation","1","5","5","4","Yes","No","4","5","1","",""
"2024/08/07 5:41:10 PM GMT+5:30","rodney03@example.com","Surat","2023-03-13","08:44 AM","Female","18-24","Bi-weekly","Hygiene & Sanitation","1","2","4","2","No","No","5","2","1","",""
"2024/08/07 5:41:40 PM GMT+5:30","humphreyjustin@example.com","Dehradun","2023-12-21","11:27 AM","Female","55-64","Monthly","Electronics;Stationery","5","4","4","5","Yes","No","4","4","4","",""
"2024/08/07 5:42:05 PM GMT+5:30","wallacemelissa@example.com","Kolkata","2023-05-16","05:24 PM","Female","35-44","Occasioanlly","Home & Kitchen;Hygiene & Sanitation;Stationery","2","2","4","4","No","Yes","1","2","3","",""
"2024/08/07 5:42:32 PM GMT+5:30","jonathangarcia@example.net","Dehradun","2023-11-09","09:15 AM","Female","Under 18","Daily","Clothing;Home & Kitchen;Toys & Games","2","3","3","3","No","Yes","4","5","4","",""
"2024/08/07 5:43:02 PM GMT+5:30","deborahwarren@example.net","Kanpur","2023-05-18","07:04 PM","Male","18-24","Weekly","Clothing;Toys & Games","2","3","2","1","No","Yes","5","3","4","",""
"2024/08/07 5:43:27 PM GMT+5:30","cynthia31@example.com","Delhi","2023-02-20","10:23 AM","Male","55-64","Occasioanlly","Hygiene & Sanitation","4","2","5","3","Yes","Yes","3","2","3","",""
"2024/08/07 5:43:55 PM GMT+5:30","maryruiz@example.com","Trivandrum","2023-06-20","06:52 PM","Male","65 and above","Bi-weekly","Groceries;Toys & Games;Stationery","4","1","3","5","No","No","2","4","1","",""
"2024/08/07 5:44:21 PM GMT+5:30","smithpeter@example.com","Lucknow","2023-10-23","10:30 AM","Male","35-44","Occasioanlly","Groceries;Electronics;Hygiene & Sanitation;Stationery","1","4","3","2","No","Yes","1","5","4","",""
"2024/08/07 5:44:45 PM GMT+5:30","max89@example.net","Lucknow","2023-10-22","06:46 PM","Male","18-24","Bi-weekly","Clothing","5","5","4","2","No","No","5","3","4","",""
"2024/08/07 5:45:12 PM GMT+5:30","moralesfaith@example.org","Trivandrum","2023-04-11","01:21 PM","Female","45-54","Bi-weekly","Electronics;Toys & Games;Stationery","3","2","1","1","No","Yes","5","3","2","",""
"2024/08/07 5:45:38 PM GMT+5:30","patrickburnett@example.net","Dehradun","2023-01-27","08:59 PM","Female","25-34","Occasioanlly","Clothing;Stationery","4","5","5","5","No","No","1","2","4","",""
"2024/08/07 5:46:03 PM GMT+5:30","armstrongedward@example.net","Ahmedabad","2023-06-29","01:05 PM","Female","Under 18","Monthly","Toys & Games","5","4","1","1","Yes","No","4","2","3","",""
"2024/08/07 5:46:28 PM GMT+5:30","tracyrichardson@example.com","Surat","2023-09-04","03:33 PM","Female","65 and above","Occasioanlly","Groceries;Electronics;Toys & Games;Stationery","5","1","1","3","Yes","Yes","3","4","4","",""
"2024/08/07 5:46:54 PM GMT+5:30","wandarandall@example.com","Kolkata","2023-09-03","09:51 AM","Male","65 and above","Monthly","Groceries;Clothing;Toys & Games;Stationery","3","1","5","2","No","No","1","5","1","",""
"2024/08/07 5:47:19 PM GMT+5:30","bbeasley@example.net","Lucknow","2023-11-02","10:30 AM","Female","65 and above","Daily","Groceries;Clothing;Home & Kitchen;Stationery","1","2","4","3","Yes","No","2","5","2","",""
"2024/08/07 5:47:50 PM GMT+5:30","pfranklin@example.com","Hyderabad","2023-12-29","12:45 PM","Female","65 and above","Weekly","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","2","5","1","3","No","No","3","5","4","",""
"2024/08/07 5:48:16 PM GMT+5:30","uchandler@example.net","Kolkata","2023-07-02","04:10 PM","Male","Under 18","Monthly","Electronics;Stationery","3","3","1","3","Yes","No","2","2","1","",""
"2024/08/07 5:48:41 PM GMT+5:30","brandon26@example.org","Surat","2023-10-25","10:41 AM","Female","45-54","Daily","Clothing;Electronics;Home & Kitchen;Stationery","2","3","2","3","Yes","No","2","5","5","",""
"2024/08/07 5:49:07 PM GMT+5:30","erika55@example.org","Trivandrum","2023-10-07","11:34 AM","Female","Under 18","Weekly","Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation","2","2","2","4","No","No","5","5","1","",""
"2024/08/07 5:49:36 PM GMT+5:30","stacey61@example.org","Trivandrum","2023-07-23","09:44 AM","Male","65 and above","Occasioanlly","Home & Kitchen;Toys & Games;Stationery","1","5","5","5","No","Yes","4","4","2","",""
"2024/08/07 5:50:01 PM GMT+5:30","kari93@example.org","Jaipur","2023-05-05","11:39 AM","Female","35-44","Daily","Groceries;Clothing;Electronics;Home & Kitchen;Toys & Games;Stationery","1","4","1","5","Yes","Yes","2","2","1","",""
"2024/08/07 5:50:26 PM GMT+5:30","christopher37@example.net","Kanpur","2023-06-18","10:52 AM","Female","18-24","Occasioanlly","Toys & Games;Stationery","1","3","1","1","Yes","No","2","3","4","",""
"2024/08/07 5:50:54 PM GMT+5:30","pauljordan@example.com","Mumbai","2023-06-23","02:10 PM","Male","45-54","Bi-weekly","Groceries;Clothing;Electronics;Hygiene & Sanitation;Toys & Games","3","1","5","4","Yes","No","1","1","1","",""
"2024/08/07 5:51:24 PM GMT+5:30","ojones@example.com","Chennai","2023-02-07","08:23 AM","Male","18-24","Monthly","Electronics;Hygiene & Sanitation;Toys & Games;Stationery","1","2","4","4","Yes","Yes","1","1","4","",""
"2024/08/07 5:51:49 PM GMT+5:30","vmurphy@example.org","Mumbai","2023-04-03","03:32 PM","Female","35-44","Occasioanlly","Groceries;Clothing;Hygiene & Sanitation;Stationery","2","1","4","2","Yes","No","4","3","2","",""
"2024/08/07 5:52:16 PM GMT+5:30","johnsonthomas@example.com","Hyderabad","2023-09-15","06:26 PM","Male","35-44","Occasioanlly","Home & Kitchen","1","1","3","2","Yes","No","5","4","4","",""
"2024/08/07 5:52:46 PM GMT+5:30","xmartinez@example.com","Jaipur","2023-07-01","04:26 PM","Male","55-64","Bi-weekly","Clothing;Electronics","1","4","2","1","No","No","4","1","1","",""
"2024/08/07 5:53:14 PM GMT+5:30","paul43@example.org","Kolkata","2023-06-04","05:50 PM","Male","Under 18","Monthly","Electronics;Home & Kitchen;Stationery","2","4","3","5","Yes","Yes","2","4","5","",""
"2024/08/07 5:53:42 PM GMT+5:30","kathleen50@example.com","Delhi","2023-12-17","05:26 PM","Male","18-24","Occasioanlly","Groceries","4","4","2","3","No","Yes","1","3","5","",""
"2024/08/07 5:54:08 PM GMT+5:30","curtis26@example.org","Surat","2023-02-01","04:16 PM","Female","45-54","Daily","Groceries;Clothing;Hygiene & Sanitation;Toys & Games","3","3","4","1","No","No","3","5","4","",""
"2024/08/07 5:54:33 PM GMT+5:30","brian07@example.org","Mumbai","2023-05-19","10:06 AM","Female","Under 18","Bi-weekly","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation","1","2","1","3","No","Yes","1","3","5","",""
"2024/08/07 5:55:00 PM GMT+5:30","scott79@example.com","Trivandrum","2023-04-30","11:00 AM","Male","35-44","Daily","Electronics;Home & Kitchen;Stationery","2","3","5","2","Yes","No","2","3","4","",""
"2024/08/07 5:55:24 PM GMT+5:30","crosbyangela@example.net","Kolkata","2023-02-22","08:13 PM","Male","65 and above","Weekly","Stationery","4","1","5","2","Yes","Yes","4","3","5","",""
"2024/08/07 5:55:54 PM GMT+5:30","nicolejohnson@example.net","Trivandrum","2023-10-10","09:55 AM","Male","65 and above","Daily","Groceries;Clothing;Hygiene & Sanitation;Stationery","1","4","5","1","No","Yes","3","3","1","",""
"2024/08/07 5:56:22 PM GMT+5:30","hoffmanmichael@example.org","Trivandrum","2023-02-19","03:41 PM","Female","Under 18","Daily","Groceries;Home & Kitchen;Stationery","3","4","4","5","No","No","2","5","3","",""
"2024/08/07 5:56:50 PM GMT+5:30","james69@example.org","Ludhiana","2023-03-11","06:30 PM","Male","Under 18","Daily","Groceries;Electronics;Toys & Games","1","5","5","4","Yes","Yes","3","5","3","",""
"2024/08/07 5:57:17 PM GMT+5:30","nlittle@example.com","Jaipur","2023-09-17","08:38 PM","Male","55-64","Bi-weekly","Groceries;Clothing;Home & Kitchen;Hygiene & Sanitation;Stationery","1","3","2","3","No","No","3","2","5","",""
"2024/08/07 5:57:47 PM GMT+5:30","colemantoni@example.net","Lucknow","2023-09-08","10:03 AM","Female","18-24","Daily","Clothing;Electronics;Hygiene & Sanitation;Toys & Games","5","5","4","4","No","No","2","3","3","",""
"2024/08/07 5:58:17 PM GMT+5:30","dianepacheco@example.org","Lucknow","2023-03-05","10:28 AM","Female","55-64","Daily","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation","3","2","2","3","No","No","5","3","3","",""
"2024/08/07 5:58:43 PM GMT+5:30","jenny30@example.org","Mumbai","2023-10-08","07:04 PM","Male","Under 18","Monthly","Groceries;Home & Kitchen;Hygiene & Sanitation;Toys & Games","5","4","2","1","No","No","2","4","2","",""
"2024/08/07 5:59:14 PM GMT+5:30","garnerdavid@example.net","Trivandrum","2023-12-02","02:41 PM","Male","55-64","Monthly","Groceries;Electronics;Hygiene & Sanitation;Stationery","5","4","2","5","No","Yes","1","5","3","",""
"2024/08/07 5:59:38 PM GMT+5:30","stephanie79@example.com","Chennai","2023-05-28","05:29 PM","Female","Under 18","Weekly","Home & Kitchen","1","5","2","5","No","No","5","2","1","",""
"2024/08/07 6:00:08 PM GMT+5:30","natalie41@example.com","Delhi","2023-03-22","12:47 PM","Male","25-34","Daily","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Stationery","5","4","3","4","No","Yes","1","1","3","",""
"2024/08/07 6:00:32 PM GMT+5:30","dorothymaddox@example.com","Jaipur","2023-12-23","12:41 PM","Male","Under 18","Weekly","Groceries","1","3","2","4","No","No","3","1","3","",""
"2024/08/07 6:01:01 PM GMT+5:30","timothy74@example.com","Lucknow","2023-04-16","07:07 PM","Female","35-44","Monthly","Groceries","4","4","2","5","No","No","1","5","4","",""
"2024/08/07 6:01:27 PM GMT+5:30","angelica39@example.net","Bangalore","2023-09-13","01:35 PM","Female","45-54","Weekly","Clothing;Electronics;Hygiene & Sanitation;Stationery","3","2","1","4","Yes","Yes","5","3","5","",""
"2024/08/07 6:01:53 PM GMT+5:30","mpage@example.org","Pune","2023-07-30","03:15 PM","Female","25-34","Daily","Home & Kitchen;Hygiene & Sanitation","5","2","1","2","No","Yes","5","3","4","",""
"2024/08/07 6:02:17 PM GMT+5:30","gary18@example.com","Trivandrum","2023-11-29","07:52 PM","Male","Under 18","Weekly","Stationery","4","4","3","2","Yes","No","5","3","4","",""
"2024/08/07 6:02:43 PM GMT+5:30","peckrebecca@example.org","Delhi","2023-08-12","12:12 PM","Male","45-54","Occasioanlly","Groceries;Clothing;Home & Kitchen;Hygiene & Sanitation","5","5","5","5","Yes","Yes","5","1","5","",""
"2024/08/07 6:03:08 PM GMT+5:30","aperez@example.net","Lucknow","2023-01-25","10:38 AM","Male","45-54","Monthly","Toys & Games","4","4","3","1","Yes","No","4","1","3","",""
"2024/08/07 6:03:36 PM GMT+5:30","drodriguez@example.net","Trivandrum","2023-02-07","08:40 PM","Male","Under 18","Weekly","Groceries","1","4","2","1","No","No","5","1","3","",""
"2024/08/07 6:04:00 PM GMT+5:30","riveradeborah@example.com","Hyderabad","2023-11-12","08:42 AM","Female","35-44","Monthly","Electronics","1","2","3","4","Yes","No","3","1","2","",""
"2024/08/07 6:04:27 PM GMT+5:30","hammondsusan@example.com","Lucknow","2023-03-27","05:41 PM","Female","55-64","Monthly","Groceries;Clothing;Home & Kitchen","5","4","4","3","No","Yes","3","5","2","",""
"2024/08/07 6:04:56 PM GMT+5:30","rivaspatrick@example.com","Surat","2023-02-12","12:45 PM","Female","25-34","Occasioanlly","Toys & Games","1","1","1","4","No","No","1","3","4","",""
"2024/08/07 6:05:20 PM GMT+5:30","hernandezmichael@example.org","Bangalore","2023-04-12","09:39 AM","Male","18-24","Bi-weekly","Clothing","2","1","2","3","Yes","No","4","2","4","",""
"2024/08/07 6:05:46 PM GMT+5:30","morrisdavid@example.org","Surat","2023-05-13","09:31 AM","Female","65 and above","Bi-weekly","Groceries;Electronics","4","2","4","1","Yes","Yes","2","2","2","",""
"2024/08/07 6:06:13 PM GMT+5:30","shawnanderson@example.net","Kanpur","2023-03-29","07:02 PM","Male","Under 18","Monthly","Groceries;Clothing;Hygiene & Sanitation;Toys & Games","2","3","4","5","No","Yes","1","4","4","",""
"2024/08/07 6:06:40 PM GMT+5:30","torresshelley@example.com","Ludhiana","2023-03-13","04:06 PM","Male","55-64","Daily","Clothing;Electronics;Stationery","3","5","1","2","No","Yes","3","1","2","",""
"2024/08/07 6:07:07 PM GMT+5:30","carrie93@example.net","Trivandrum","2023-11-28","12:59 PM","Male","55-64","Monthly","Groceries;Clothing;Home & Kitchen;Hygiene & Sanitation;Toys & Games","4","5","2","2","Yes","Yes","5","5","5","",""
"2024/08/07 6:07:31 PM GMT+5:30","anthony64@example.com","Ludhiana","2023-11-22","08:22 AM","Male","35-44","Monthly","Groceries","4","2","2","2","Yes","No","2","3","5","",""
"2024/08/07 6:08:02 PM GMT+5:30","pooleleah@example.net","Bangalore","2023-12-09","08:05 PM","Male","55-64","Daily","Clothing;Hygiene & Sanitation;Toys & Games;Stationery","2","5","1","5","No","Yes","5","2","4","",""
"2024/08/07 6:08:26 PM GMT+5:30","millerclinton@example.com","Kanpur","2023-09-01","10:38 AM","Female","55-64","Daily","Toys & Games","4","1","4","2","Yes","Yes","4","4","5","",""
"2024/08/07 6:08:51 PM GMT+5:30","amber42@example.com","Delhi","2023-02-02","10:05 AM","Female","Under 18","Occasioanlly","Groceries;Electronics;Home & Kitchen;Toys & Games","5","2","5","4","Yes","No","2","2","3","",""
"2024/08/07 6:09:17 PM GMT+5:30","gonzalezpatricia@example.net","Hyderabad","2023-11-29","11:48 AM","Female","Under 18","Daily","Groceries;Clothing;Toys & Games;Stationery","1","1","2","2","No","Yes","5","1","5","",""
"2024/08/07 6:09:41 PM GMT+5:30","rayashley@example.com","Jaipur","2023-02-22","06:44 PM","Male","55-64","Bi-weekly","Groceries","4","1","5","3","Yes","No","3","3","2","",""
"2024/08/07 6:10:06 PM GMT+5:30","tracythomas@example.org","Mumbai","2023-08-23","10:23 AM","Female","45-54","Occasioanlly","Home & Kitchen;Hygiene & Sanitation;Toys & Games","3","5","4","2","No","Yes","4","3","5","",""
"2024/08/07 6:10:35 PM GMT+5:30","millergrace@example.org","Lucknow","2023-05-10","05:26 PM","Male","35-44","Occasioanlly","Groceries;Hygiene & Sanitation;Toys & Games","3","3","5","4","Yes","No","4","3","4","",""
"2024/08/07 6:11:02 PM GMT+5:30","kingmelissa@example.net","Hyderabad","2023-09-27","08:46 PM","Male","35-44","Occasioanlly","Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","5","1","1","2","Yes","Yes","4","1","1","",""
"2024/08/07 6:11:30 PM GMT+5:30","amandahudson@example.org","Mumbai","2023-07-31","09:23 AM","Male","Under 18","Bi-weekly","Electronics;Hygiene & Sanitation;Stationery","4","1","5","5","Yes","No","3","3","2","",""
"2024/08/07 6:11:55 PM GMT+5:30","robinsonsusan@example.com","Delhi","2023-05-04","05:22 PM","Male","45-54","Monthly","Clothing;Electronics;Home & Kitchen;Toys & Games","4","1","1","2","No","No","1","2","5","",""
"2024/08/07 6:12:21 PM GMT+5:30","moorejessica@example.com","Ahmedabad","2023-08-23","05:18 PM","Female","18-24","Occasioanlly","Groceries;Clothing;Electronics;Hygiene & Sanitation","4","3","1","4","No","No","2","1","5","",""
"2024/08/07 6:12:47 PM GMT+5:30","markreed@example.com","Chennai","2023-05-19","09:27 AM","Female","65 and above","Monthly","Clothing;Electronics","1","3","2","1","No","Yes","1","4","2","",""
"2024/08/07 6:13:14 PM GMT+5:30","christophermcconnell@example.org","Jaipur","2023-09-13","10:18 AM","Female","55-64","Occasioanlly","Electronics;Home & Kitchen","2","2","5","2","No","Yes","3","2","3","",""
"2024/08/07 6:13:41 PM GMT+5:30","bryansmith@example.org","Ahmedabad","2023-09-27","11:18 AM","Male","35-44","Daily","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation","2","4","4","4","Yes","No","3","1","1","",""
"2024/08/07 6:14:05 PM GMT+5:30","harrisangela@example.net","Ludhiana","2023-04-30","07:43 PM","Male","Under 18","Occasioanlly","Toys & Games","3","2","5","3","Yes","No","4","2","3","",""
"2024/08/07 6:14:31 PM GMT+5:30","bberry@example.org","Jaipur","2023-02-12","11:28 AM","Male","25-34","Bi-weekly","Groceries;Home & Kitchen","4","4","1","2","Yes","Yes","1","5","1","",""
"2024/08/07 6:14:55 PM GMT+5:30","phillipspaul@example.org","Chennai","2023-10-21","08:04 AM","Male","55-64","Bi-weekly","Toys & Games","4","5","4","2","Yes","No","5","1","4","",""
"2024/08/07 6:15:20 PM GMT+5:30","william87@example.org","Bangalore","2023-03-16","10:38 AM","Female","18-24","Bi-weekly","Hygiene & Sanitation","1","1","1","3","No","No","2","2","3","",""
"2024/08/07 6:15:45 PM GMT+5:30","smithdale@example.org","Ludhiana","2023-01-10","04:22 PM","Female","35-44","Monthly","Groceries;Clothing;Electronics;Toys & Games","4","1","5","2","Yes","No","3","2","2","",""
"2024/08/07 6:16:10 PM GMT+5:30","contrerasjames@example.net","Hyderabad","2023-05-29","07:42 PM","Female","55-64","Occasioanlly","Groceries;Electronics;Home & Kitchen;Stationery","3","1","5","1","Yes","No","5","3","5","",""
"2024/08/07 6:16:40 PM GMT+5:30","zstewart@example.net","Kanpur","2023-03-02","05:18 PM","Female","25-34","Occasioanlly","Groceries;Clothing;Electronics;Toys & Games","3","2","4","2","No","No","3","1","5","",""
"2024/08/07 6:17:04 PM GMT+5:30","janetsaunders@example.com","Ahmedabad","2023-06-23","10:07 AM","Female","45-54","Monthly","Electronics","4","5","5","5","No","No","1","2","1","",""
"2024/08/07 6:17:33 PM GMT+5:30","russell84@example.net","Chennai","2023-12-07","08:52 AM","Female","35-44","Monthly","Electronics;Hygiene & Sanitation;Toys & Games","4","4","4","1","No","Yes","1","2","4","",""
"2024/08/07 6:18:00 PM GMT+5:30","qmendoza@example.com","Lucknow","2023-03-02","09:45 AM","Female","18-24","Bi-weekly","Clothing;Electronics;Stationery","2","4","1","5","No","No","1","3","5","",""
"2024/08/07 6:18:28 PM GMT+5:30","christopherfisher@example.com","Kanpur","2023-05-02","09:36 AM","Female","45-54","Bi-weekly","Electronics;Home & Kitchen;Toys & Games","5","4","2","4","Yes","No","4","3","2","",""
"2024/08/07 6:18:53 PM GMT+5:30","cindy87@example.com","Ahmedabad","2023-11-05","03:53 PM","Male","55-64","Occasioanlly","Stationery","2","5","4","1","Yes","No","4","5","4","",""
